Subject	congruent_RT.mean	incongruent_RT.mean	neutral_RT.mean	congruent_Accuracy.mean	incongruent_Accuracy.mean	neutral_Accuracy.mean	FlankerEffect_RT	FlankerEffect_ACC	FlankerBin
12285	619.7648276031532	745.1458333333334	642.4988164079367	0.9587628865979382	0.9896907216494846	1	125.38100573018016	0.030927835051546393	6.1340206185567014
12287	557.353027650932	622.0204081632653	528.7881797635686	1	1	1	64.66738051233335	0	5.061224489795919
12288	482.65517062037827	548.5353152987458	487.1105434895136	0.9897959183673469	0.9690721649484536	1	65.88014467836751	-0.02072375341889332	5.412371134020619
12290	580.1461842403799	686.7422680412371	541.8013612248176	1	0.9897959183673469	1	106.59608380085729	-0.010204081632653073	6.010204081632653
12291	602.8758054075781	702.4375	533.4248876666147	1	1	0.9897959183673469	99.56169459242187	0	5.239583333333333
12292	590.4539313882275	657.5885246556575	565.4831747469453	0.9896907216494846	0.9680851063829787	1	67.13459326742998	-0.02160561526650584	4.861702127659575
12293	605.2916666666666	724.4583333333334	602.9262774217257	0.9896907216494846	0.9896907216494846	1	119.16666666666674	0	6.082474226804123
12294	594.2066068540058	691.8913043478261	568.4947368421052	0.9893617021276596	0.9387755102040817	0.9693877551020408	97.6846974938203	-0.05058619192357794	6.020408163265306
12295	679.7667854179422	800.5629950999455	650.5277309760273	1	0.9896907216494846	1	120.79620968200334	-0.010309278350515427	5.938144329896907
12296	598.495335057723	675.057989102465	581.9115398564994	1	0.9693877551020408	0.9896907216494846	76.56265404474198	-0.030612244897959218	5.826530612244898
12298	516.6041303595109	615.6084214481613	523.664456067285	1	0.9514563106796117	1	99.00429108865035	-0.04854368932038833	6.388349514563107
12300	541.0557383384217	609.39350523423	551.7166391660571	1	0.979381443298969	0.9896907216494846	68.33776689580827	-0.020618556701030966	5.072164948453608
